epoch_day,534_wt,570_wt,597_wt,533_wt,523_wt,517_wt,520_wt,531_wt,554_wt,527_wt,522_wt,572_wt,586_wt,548_wt,552_wt,534_at,570_at,597_at,533_at,523_at,517_at,520_at,531_at,554_at,527_at,522_at,572_at,586_at,548_at,552_at,has_nan
14265,4.8725,5.077604166666666,3.3365625,3.3507812500000003,4.326041666666667,5.372604166666666,4.657113402061856,2.8582291666666664,4.260208333333334,4.770416666666667,4.233020833333334,4.302708333333333,4.693888888888889,5.914795918367346,2.5788541666666664,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,False
14266,4.6290625,5.361458333333334,3.4339583333333334,3.13980412371134,4.081458333333333,5.409791666666667,5.029895833333334,2.8398958333333333,4.199791666666667,4.607583333333333,4.036666666666666,3.9747916666666665,4.743680555555556,6.073949494949495,2.6462499999999998,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,False
14267,4.5971874999999995,5.1544791666666665,3.3098958333333335,3.1927291666666666,3.7494791666666667,5.249270833333333,4.533541666666667,2.8356250000000003,4.150104166666667,4.6000000000000005,3.6563541666666666,3.960104166666667,4.753055555555556,5.827262626262626,2.5072916666666667,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,False
14268,4.5946875,4.4825,2.9746875,3.660083333333333,4.0340625,4.932604166666667,3.1345463917525773,3.525,4.571666666666666,4.715625,4.0065625,3.9201041666666665,4.490347222222223,5.635602040816327,2.5722916666666666,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,False
14269,4.4503125,4.840520833333334,3.098333333333333,3.4211875000000003,4.118229166666667,5.2794791666666665,4.190917525773196,3.3210416666666664,4.7371875,4.7709375,4.118333333333333,3.8320833333333333,4.605416666666667,5.736920792079208,2.708020833333333,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,False
14270,4.1857291666666665,4.49125,2.908125,3.3153437500000003,3.4088541666666665,5.0945833333333335,4.20734693877551,3.3225,4.0525,4.223645833333333,3.4692708333333333,3.158333333333333,4.559027777777778,5.50564705882353,2.7336458333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
14271,4.3497916666666665,4.8846875,2.896875,3.409708333333333,3.7959375000000004,5.520416666666667,4.92875,3.3280208333333334,4.035729166666667,4.670520833333334,3.9086458333333334,3.4759375,4.546180555555555,5.677216494845362,2.7201041666666668,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,False
14272,4.4771875,5.406874999999999,3.175625,3.3740103092783507,4.099479166666667,5.465625,5.227604166666667,3.286354166666667,4.0109375,4.604375,4.1042708333333335,3.613125,4.579652777777778,5.845757575757576,2.7015625,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,False
14273,4.39625,5.3528125,3.1315625,3.3155104166666667,3.7909375,5.5090625,5.414845360824742,3.2514583333333333,3.919375,4.5234375,3.8385416666666665,3.314453608247423,4.470208333333334,5.545704081632653,2.625833333333333,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,False
14274,4.5009375,5.420104166666667,3.0948958333333336,3.2989479166666666,3.8121875000000003,5.553229166666667,5.562577319587629,3.20375,4.011354166666666,4.910104166666667,3.8139583333333333,3.3738541666666664,4.493333333333333,5.447604166666667,2.6340625,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,False
14275,4.068854166666667,4.9245833333333335,2.803854166666667,3.0419479166666665,3.123958333333333,4.9234375,5.2534374999999995,3.033541666666667,3.9813541666666663,4.168958333333333,3.1039583333333334,2.7172916666666667,4.314305555555555,4.785535353535353,2.619479166666667,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,False
14276,3.7877083333333332,4.578229166666667,2.5236458333333336,2.8394375000000003,2.9171875000000003,4.823125,5.343,2.8555208333333333,3.7897916666666664,3.7509374999999996,3.0063541666666667,2.263854166666667,4.232916666666666,4.617540816326531,2.581770833333333,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,False
14277,4.183958333333334,4.764166666666667,2.5454166666666667,2.9950721649484535,3.08625,5.294479166666666,5.711237113402062,2.9516666666666667,3.5915625,4.074270833333333,3.19840625,2.63375,4.2588888888888885,4.964432989690722,2.3537500000000002,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,False
14278,4.716875,5.3315624999999995,2.8231249999999997,3.3025937499999998,3.7495833333333333,5.829999999999999,6.179791666666667,3.0987500000000003,3.9078125,4.7309375000000005,3.9914687499999997,3.2932291666666664,4.451527777777778,5.736474226804123,2.560208333333333,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,False
14279,4.928541666666667,5.763125,3.105104166666667,3.33715625,4.1535416666666665,6.074583333333333,6.382083333333333,3.1210416666666667,4.198541666666666,4.8393749999999995,4.3639270833333335,3.7414583333333336,4.571527777777778,6.1492783505154645,2.717916666666667,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,False
14280,5.0382291666666665,6.114166666666667,3.2148958333333333,3.4338125,4.354479166666667,6.113333333333333,6.393278350515464,3.2100000000000004,4.398333333333333,4.948333333333333,4.501239583333334,3.951041666666667,4.694375,6.180908163265307,2.7611458333333334,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,False
14281,5.5015624999999995,6.535625,3.4441666666666664,3.6588020833333332,4.949583333333334,6.565833333333334,6.712395833333333,3.2648958333333336,4.834791666666667,5.511145833333334,5.070572916666666,4.724628865979382,4.953125,6.797485148514852,2.842916666666667,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False
14282,5.441041666666667,6.590416666666666,3.5083333333333333,3.661463917525773,4.871458333333334,6.434375,6.45958762886598,3.272395833333333,5.1178125,5.312083333333333,4.918854166666667,4.9044791666666665,4.990555555555556,6.825408163265306,2.778958333333333,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,False
14283,5.239166666666667,6.201354166666667,3.44875,3.4596907216494843,4.233958333333333,5.475520833333333,5.655833333333334,3.002708333333333,4.93,4.670729166666667,4.220458333333333,4.159895833333334,4.837430555555556,6.320193877551021,2.6185416666666668,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,False
14284,4.892708333333333,5.7615625,3.3178125,3.2859479166666667,4.106041666666667,5.6961458333333335,6.136979166666666,2.9244791666666665,4.5529166666666665,4.726458333333333,4.141541666666667,3.837604166666667,4.643055555555556,5.840161616161617,2.6728124999999996,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,False
14285,5.564895833333334,6.033854166666667,3.5448020833333334,3.6469791666666667,4.454791666666667,5.629895833333333,5.134731958762886,2.9394791666666666,5.1678125,4.924270833333334,4.40753125,4.6871875,4.968125,6.13428,2.3522916666666664,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,False
14286,4.971354166666667,4.951770833333334,3.7472291666666666,3.6303020833333335,4.1178125,4.925,3.8693877551020406,3.4648958333333333,4.562395833333333,4.594791666666667,4.1258229166666665,3.931072164948454,4.6092361111111115,5.630937500000001,2.6569791666666664,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,False
14287,4.3846875,4.588229166666667,3.2661458333333333,3.2243125,3.4909375,4.655833333333333,4.019489795918368,3.298958333333333,4.058854166666666,4.056979166666667,3.61615625,3.1372916666666666,4.3249305555555555,5.137216494845361,2.5296875,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,False
14288,4.241458333333333,4.556288659793815,3.16,3.068135416666667,3.3509375,4.72125,4.404375,3.0384375,3.7840624999999997,3.980625,3.457572916666667,2.763541666666667,4.284652777777778,5.182122448979592,2.4084375000000002,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,False
14289,3.9634375,4.534375,3.117395833333333,2.7594791666666665,2.9916666666666667,4.4245833333333335,4.254742268041237,2.788854166666667,3.7918749999999997,3.7762499999999997,3.08834375,2.6219791666666667,4.185069444444444,5.25926,2.5091666666666668,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,False
14290,3.696354166666667,3.7627083333333338,2.816114583333333,2.752489583333333,2.091979166666667,3.8352083333333336,4.217010309278351,2.9234375,3.3996875,3.145,2.311541666666667,1.8031546391752578,4.072291666666667,4.4498989898989905,2.57875,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,False
14291,3.942083333333333,4.24875,3.097375,2.7156041666666666,2.6415625,4.694895833333333,4.811134020618557,2.6428125000000002,3.5170833333333333,3.58375,2.8625833333333333,2.2822916666666666,4.1092361111111115,5.0182,2.6117708333333334,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,False
14292,4.211458333333334,4.7409375,3.2745625,2.837885416666667,2.8921875,4.521354166666667,4.2127083333333335,2.7615625,3.282291666666667,3.776875,3.0394479166666666,2.7528124999999997,4.172083333333333,5.324080808080808,2.5338541666666665,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,False
14293,4.056875,4.106354166666667,2.8969791666666667,2.8909895833333334,2.392708333333333,4.2159375,4.366151515151516,2.8978125,2.9718750000000003,3.8808333333333334,2.611458333333333,2.1236458333333332,3.9846527777777774,4.6814100000000005,2.525729166666667,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6,False
14294,3.5703125,3.3303125,2.4053125,2.8550520833333333,1.4263541666666668,3.8995833333333336,4.1310714285714285,3.113958333333333,3.0040625,3.5776041666666667,1.7153749999999999,1.0717708333333333,3.827152777777778,3.7700618556701033,2.637916666666667,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,False
14295,3.7566666666666664,3.739479166666667,2.530104166666667,2.4179072164948456,1.83375,4.3646875,4.7127083333333335,2.2588541666666666,3.228125,3.5648958333333334,2.2105,1.5443749999999998,3.859513888888889,4.37984,2.544375,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,False
14296,4.359895833333334,5.450520833333333,3.2992708333333334,2.6797319587628867,4.053020833333333,5.830416666666667,6.017708333333334,2.4162500000000002,4.523645833333333,4.934479166666667,4.392135416666666,3.7008333333333336,4.269097222222222,6.360222222222222,2.5913541666666666,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,False
14297,4.6031249999999995,5.939270833333333,3.5435416666666666,2.8356770833333336,4.180625,5.389270833333334,5.3386458333333335,2.5736458333333334,4.906666666666667,4.767083333333333,4.222802083333334,3.7397916666666666,4.279375,5.902340206185568,2.550520833333333,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,False
14298,5.040416666666666,5.998854166666667,3.7277083333333336,3.288895833333333,4.3965625,5.751145833333333,5.582604166666666,2.7140625000000003,5.181041666666666,4.984895833333334,4.50315625,4.5575,4.472916666666666,6.107628865979381,2.456770833333333,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,False
14299,5.027604166666666,5.859479166666667,3.941197916666667,3.2789895833333333,4.5340625,5.654895833333334,5.529375000000001,2.8294791666666668,5.088854166666667,4.985416666666667,4.6262187500000005,4.666666666666667,4.525763888888889,5.9862,2.4696875,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,False
14300,4.863854166666667,5.9394791666666675,3.9776979166666666,3.2016875000000002,4.6646875,5.601666666666667,5.7653125,2.9464583333333336,4.816666666666666,4.7953125000000005,4.80690625,4.503229166666666,4.570902777777778,6.044700000000001,2.5551340206185564,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,False
14301,4.720208333333333,5.82125,3.908364583333333,3.146572916666667,4.4896875,5.666875,5.7175,2.9335416666666667,4.949895833333334,5.000104166666667,4.6720625,4.425416666666666,4.638531468531469,6.0665625,2.5708333333333333,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,False
14302,5.231354166666667,6.594895833333333,4.381010416666666,3.443322916666667,5.195208333333333,6.196458333333333,6.2778125,3.11375,5.630416666666666,5.512291666666666,5.283645833333334,5.396041666666666,4.853750000000001,6.817587628865979,2.606145833333333,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,False
14303,5.139479166666667,6.206770833333334,4.511458333333334,3.54071875,4.882291666666666,5.725937500000001,5.878229166666667,3.3015624999999997,5.8272916666666665,5.229895833333333,5.0513125,4.891145833333334,4.908333333333333,6.71385,2.6717708333333334,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,False
14304,5.075729166666666,6.109999999999999,4.48753125,3.5881979166666667,4.976979166666667,5.597083333333334,4.932708333333333,3.3825000000000003,5.858958333333334,5.369479166666667,5.15521875,4.91375,4.938958333333334,6.5255399999999995,2.6648958333333335,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,False
14305,5.3946875,6.361249999999999,4.853302083333333,3.7689166666666662,5.563645833333333,5.558958333333333,3.6016666666666666,3.4091666666666662,5.919791666666666,5.67875,5.642666666666667,5.413437500000001,5.1575,7.342680412371134,2.6555208333333336,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,False
14306,5.486666666666667,5.176354166666667,4.934177083333333,3.776319587628866,5.31125,5.084791666666667,3.0753125000000003,3.4476041666666664,5.470416666666666,5.4593750000000005,5.420083333333333,5.124270833333333,5.135555555555555,7.200208333333333,2.642395833333333,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,False
14307,4.971041666666666,4.9028125000000005,4.7713020833333335,3.6112395833333335,4.861666666666667,5.032708333333333,3.4419791666666666,3.52515625,4.888541666666667,4.9434375,4.953635416666667,4.655625,4.797569444444445,6.7103125,2.6878124999999997,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,False
14308,5.120729166666666,5.1646875,4.55746875,3.7081979166666668,4.53375,4.9171875,3.201458333333333,3.464479166666667,4.9028125000000005,4.946770833333333,4.553229166666667,4.581458333333333,4.826944444444445,6.342574257425743,2.6851041666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False
14309,4.983125,4.706770833333334,4.3035625,3.7281875,4.1775,4.67375,3.0973958333333336,3.450833333333333,4.608020833333334,4.897395833333333,4.276770833333333,4.218125,4.713125000000001,5.436868686868687,2.6723958333333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,False
14310,4.90875,5.145625,4.71171875,3.737958762886598,4.559166666666667,4.969791666666667,3.7725000000000004,3.4888541666666666,5.152291666666667,5.0665625,4.668333333333334,4.6634375,4.857569444444445,5.792826530612245,2.6668749999999997,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,False
14311,4.662604166666667,5.3146875,4.585927083333334,3.510135416666667,4.685833333333333,5.173125,4.122916666666667,3.3745833333333333,5.26375,5.1691666666666665,4.8031250000000005,4.626979166666667,4.757569444444445,6.072604166666667,2.5878125,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,False
14312,4.997708333333334,5.498645833333334,5.1360625,3.8803437499999998,4.638125,5.088854166666667,3.7466666666666666,3.6164583333333336,5.509479166666666,5.397708333333333,4.6909374999999995,5.084583333333334,5.038263888888888,5.988958333333334,2.579375,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,False
14313,4.858333333333333,5.288541666666666,4.807855670103093,3.8231354166666667,4.7221874999999995,5.2700000000000005,4.032291666666667,3.651875,4.7840625,5.325,4.835625,4.8855208333333335,4.83875,6.00875,2.602708333333333,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,False
14314,5.0356250000000005,5.1484375,5.020822916666667,3.976770833333333,4.881145833333333,4.723333333333334,3.866979166666667,3.6950000000000003,4.810520833333333,5.166041666666667,4.953541666666667,4.905625,4.892291666666667,5.803333333333334,2.657395833333333,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,False
14315,4.6509375,4.940833333333333,5.1796875,3.821340206185567,4.713677083333333,5.028645833333333,4.0093749999999995,3.7779166666666666,4.552291666666666,5.2124999999999995,4.851875,4.6384375,4.575555555555556,6.125729166666667,2.6903124999999997,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,False
14316,5.1812499999999995,6.382916666666667,5.4291875,4.07159375,6.033854166666667,5.7190625,5.191041666666666,3.94375,5.329270833333333,6.2534375,6.129270833333333,6.1453125,5.019166666666667,7.335833333333333,2.744375,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,False
14317,5.164479166666667,6.2275,5.773958333333333,4.1379270833333335,6.146562500000001,5.684270833333334,4.705104166666667,4.024375,5.722916666666666,6.335208333333333,6.258541666666667,5.923958333333334,5.138541666666667,7.41875,2.7896875,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,False
